Algoritmo,Numero de estado,Valores de h
Genetic Algorithm,39741,5
Genetic Algorithm,39742,8
Genetic Algorithm,39743,1
Genetic Algorithm,39744,8
Genetic Algorithm,39745,6
Genetic Algorithm,39746,7
Genetic Algorithm,39747,6
Genetic Algorithm,39748,4
Genetic Algorithm,39749,4
Genetic Algorithm,39750,2
Genetic Algorithm,39751,9
Genetic Algorithm,39752,6
Genetic Algorithm,39753,8
Genetic Algorithm,39754,3
Genetic Algorithm,39755,7
Genetic Algorithm,39756,11
Genetic Algorithm,39757,3
Genetic Algorithm,39758,6
Genetic Algorithm,39759,3
Genetic Algorithm,39760,6
Genetic Algorithm,39761,7
Genetic Algorithm,39762,6
Genetic Algorithm,39763,4
Genetic Algorithm,39764,11
Genetic Algorithm,39765,3
Genetic Algorithm,39766,1
Genetic Algorithm,39767,6
Genetic Algorithm,39768,6
Genetic Algorithm,39769,1
Genetic Algorithm,39770,1
Genetic Algorithm,39771,6
Genetic Algorithm,39772,13
Genetic Algorithm,39773,2
Genetic Algorithm,39774,6
Genetic Algorithm,39775,6
Genetic Algorithm,39776,11
Genetic Algorithm,39777,7
Genetic Algorithm,39778,3
Genetic Algorithm,39779,5
Genetic Algorithm,39780,4
Genetic Algorithm,39781,5
Genetic Algorithm,39782,9
Genetic Algorithm,39783,9
Genetic Algorithm,39784,11
Genetic Algorithm,39785,8
Genetic Algorithm,39786,3
Genetic Algorithm,39787,9
Genetic Algorithm,39788,4
Genetic Algorithm,39789,1
Genetic Algorithm,39790,7
Genetic Algorithm,39791,4
Genetic Algorithm,39792,8
Genetic Algorithm,39793,8
Genetic Algorithm,39794,8
Genetic Algorithm,39795,1
Genetic Algorithm,39796,3
Genetic Algorithm,39797,6
Genetic Algorithm,39798,4
Genetic Algorithm,39799,7
Genetic Algorithm,39800,8
Genetic Algorithm,39801,3
Genetic Algorithm,39802,10
Genetic Algorithm,39803,6
Genetic Algorithm,39804,8
Genetic Algorithm,39805,5
Genetic Algorithm,39806,5
Genetic Algorithm,39807,2
Genetic Algorithm,39808,6
Genetic Algorithm,39809,7
Genetic Algorithm,39810,4
Genetic Algorithm,39811,3
Genetic Algorithm,39812,8
Genetic Algorithm,39813,3
Genetic Algorithm,39814,4
Genetic Algorithm,39815,4
Genetic Algorithm,39816,1
Genetic Algorithm,39817,8
Genetic Algorithm,39818,3
Genetic Algorithm,39819,2
Genetic Algorithm,39820,8
Genetic Algorithm,39821,5
Genetic Algorithm,39822,5
Genetic Algorithm,39823,6
Genetic Algorithm,39824,3
Genetic Algorithm,39825,5
Genetic Algorithm,39826,3
Genetic Algorithm,39827,9
Genetic Algorithm,39828,6
Genetic Algorithm,39829,9
Genetic Algorithm,39830,1
Genetic Algorithm,39831,10
Genetic Algorithm,39832,4
Genetic Algorithm,39833,6
Genetic Algorithm,39834,6
Genetic Algorithm,39835,5
Genetic Algorithm,39836,3
Genetic Algorithm,39837,1
Genetic Algorithm,39838,3
Genetic Algorithm,39839,6
Genetic Algorithm,39840,3
Genetic Algorithm,39841,6
Genetic Algorithm,39842,9
Genetic Algorithm,39843,3
Genetic Algorithm,39844,8
Genetic Algorithm,39845,2
Genetic Algorithm,39846,6
Genetic Algorithm,39847,4
Genetic Algorithm,39848,4
Genetic Algorithm,39849,3
Genetic Algorithm,39850,3
Genetic Algorithm,39851,7
Genetic Algorithm,39852,8
Genetic Algorithm,39853,4
Genetic Algorithm,39854,5
Genetic Algorithm,39855,3
Genetic Algorithm,39856,8
Genetic Algorithm,39857,5
Genetic Algorithm,39858,11
Genetic Algorithm,39859,7
Genetic Algorithm,39860,2
Genetic Algorithm,39861,2
Genetic Algorithm,39862,4
Genetic Algorithm,39863,7
Genetic Algorithm,39864,6
Genetic Algorithm,39865,8
Genetic Algorithm,39866,5
Genetic Algorithm,39867,5
Genetic Algorithm,39868,11
Genetic Algorithm,39869,7
Genetic Algorithm,39870,1
Genetic Algorithm,39871,5
Genetic Algorithm,39872,1
Genetic Algorithm,39873,7
Genetic Algorithm,39874,13
Genetic Algorithm,39875,11
Genetic Algorithm,39876,1
Genetic Algorithm,39877,1
Genetic Algorithm,39878,1
Genetic Algorithm,39879,3
Genetic Algorithm,39880,5
Genetic Algorithm,39881,4
Genetic Algorithm,39882,7
Genetic Algorithm,39883,3
Genetic Algorithm,39884,3
Genetic Algorithm,39885,10
Genetic Algorithm,39886,6
Genetic Algorithm,39887,6
Genetic Algorithm,39888,9
Genetic Algorithm,39889,7
Genetic Algorithm,39890,6
Genetic Algorithm,39891,4
Genetic Algorithm,39892,10
Genetic Algorithm,39893,6
Genetic Algorithm,39894,3
Genetic Algorithm,39895,4
Genetic Algorithm,39896,3
Genetic Algorithm,39897,8
Genetic Algorithm,39898,7
Genetic Algorithm,39899,16
Genetic Algorithm,39900,3
Genetic Algorithm,39901,8
Genetic Algorithm,39902,10
Genetic Algorithm,39903,6
Genetic Algorithm,39904,10
Genetic Algorithm,39905,4
Genetic Algorithm,39906,3
Genetic Algorithm,39907,3
Genetic Algorithm,39908,5
Genetic Algorithm,39909,4
Genetic Algorithm,39910,3
Genetic Algorithm,39911,8
Genetic Algorithm,39912,1
Genetic Algorithm,39913,6
Genetic Algorithm,39914,4
Genetic Algorithm,39915,4
Genetic Algorithm,39916,4
Genetic Algorithm,39917,7
Genetic Algorithm,39918,7
Genetic Algorithm,39919,4
Genetic Algorithm,39920,1
Genetic Algorithm,39921,6
Genetic Algorithm,39922,6
Genetic Algorithm,39923,1
Genetic Algorithm,39924,4
Genetic Algorithm,39925,4
Genetic Algorithm,39926,6
Genetic Algorithm,39927,1
Genetic Algorithm,39928,5
Genetic Algorithm,39929,5
Genetic Algorithm,39930,4
Genetic Algorithm,39931,9
Genetic Algorithm,39932,10
Genetic Algorithm,39933,5
Genetic Algorithm,39934,7
Genetic Algorithm,39935,4
Genetic Algorithm,39936,4
Genetic Algorithm,39937,8
Genetic Algorithm,39938,3
Genetic Algorithm,39939,3
Genetic Algorithm,39940,1
Genetic Algorithm,39941,5
Genetic Algorithm,39942,6
Genetic Algorithm,39943,3
Genetic Algorithm,39944,4
Genetic Algorithm,39945,6
Genetic Algorithm,39946,5
Genetic Algorithm,39947,1
Genetic Algorithm,39948,6
Genetic Algorithm,39949,6
Genetic Algorithm,39950,4
Genetic Algorithm,39951,6
Genetic Algorithm,39952,6
Genetic Algorithm,39953,1
Genetic Algorithm,39954,3
Genetic Algorithm,39955,4
Genetic Algorithm,39956,2
Genetic Algorithm,39957,6
Genetic Algorithm,39958,4
Genetic Algorithm,39959,7
Genetic Algorithm,39960,4
Genetic Algorithm,39961,5
Genetic Algorithm,39962,10
Genetic Algorithm,39963,6
Genetic Algorithm,39964,1
Genetic Algorithm,39965,4
Genetic Algorithm,39966,1
Genetic Algorithm,39967,7
Genetic Algorithm,39968,8
Genetic Algorithm,39969,9
Genetic Algorithm,39970,1
Genetic Algorithm,39971,12
Genetic Algorithm,39972,1
Genetic Algorithm,39973,5
Genetic Algorithm,39974,2
Genetic Algorithm,39975,7
Genetic Algorithm,39976,4
Genetic Algorithm,39977,1
Genetic Algorithm,39978,4
Genetic Algorithm,39979,8
Genetic Algorithm,39980,1
Genetic Algorithm,39981,7
Genetic Algorithm,39982,3
Genetic Algorithm,39983,6
Genetic Algorithm,39984,3
Genetic Algorithm,39985,1
Genetic Algorithm,39986,9
Genetic Algorithm,39987,11
Genetic Algorithm,39988,10
Genetic Algorithm,39989,3
Genetic Algorithm,39990,5
Genetic Algorithm,39991,9
Genetic Algorithm,39992,3
Genetic Algorithm,39993,6
Genetic Algorithm,39994,6
Genetic Algorithm,39995,8
Genetic Algorithm,39996,15
Genetic Algorithm,39997,5
Genetic Algorithm,39998,8
Genetic Algorithm,39999,2
Genetic Algorithm,40000,3
Genetic Algorithm,40001,2
Genetic Algorithm,40002,5
Genetic Algorithm,40003,2
Genetic Algorithm,40004,7
Genetic Algorithm,40005,11
Genetic Algorithm,40006,6
Genetic Algorithm,40007,4
Genetic Algorithm,40008,8
Genetic Algorithm,40009,3
Genetic Algorithm,40010,8
Genetic Algorithm,40011,7
Genetic Algorithm,40012,8
Genetic Algorithm,40013,4
Genetic Algorithm,40014,8
Genetic Algorithm,40015,5
Genetic Algorithm,40016,3
Genetic Algorithm,40017,1
Genetic Algorithm,40018,1
Genetic Algorithm,40019,10
Genetic Algorithm,40020,7
Genetic Algorithm,40021,10
Genetic Algorithm,40022,5
Genetic Algorithm,40023,1
Genetic Algorithm,40024,5
Genetic Algorithm,40025,5
Genetic Algorithm,40026,8
Genetic Algorithm,40027,7
Genetic Algorithm,40028,8
Genetic Algorithm,40029,5
Genetic Algorithm,40030,8
Genetic Algorithm,40031,5
Genetic Algorithm,40032,1
Genetic Algorithm,40033,4
Genetic Algorithm,40034,1
Genetic Algorithm,40035,1
Genetic Algorithm,40036,5
Genetic Algorithm,40037,7
Genetic Algorithm,40038,6
Genetic Algorithm,40039,5
Genetic Algorithm,40040,7
Genetic Algorithm,40041,3
Genetic Algorithm,40042,8
Genetic Algorithm,40043,3
Genetic Algorithm,40044,10
Genetic Algorithm,40045,8
Genetic Algorithm,40046,3
Genetic Algorithm,40047,3
Genetic Algorithm,40048,1
Genetic Algorithm,40049,11
Genetic Algorithm,40050,7
Genetic Algorithm,40051,7
Genetic Algorithm,40052,3
Genetic Algorithm,40053,8
Genetic Algorithm,40054,3
Genetic Algorithm,40055,9
Genetic Algorithm,40056,12
Genetic Algorithm,40057,2
Genetic Algorithm,40058,5
Genetic Algorithm,40059,7
Genetic Algorithm,40060,11
Genetic Algorithm,40061,1
Genetic Algorithm,40062,7
Genetic Algorithm,40063,6
Genetic Algorithm,40064,1
Genetic Algorithm,40065,6
Genetic Algorithm,40066,3
Genetic Algorithm,40067,5
Genetic Algorithm,40068,5
Genetic Algorithm,40069,8
Genetic Algorithm,40070,7
Genetic Algorithm,40071,1
Genetic Algorithm,40072,1
Genetic Algorithm,40073,1
Genetic Algorithm,40074,7
Genetic Algorithm,40075,12
Genetic Algorithm,40076,1
Genetic Algorithm,40077,9
Genetic Algorithm,40078,4
Genetic Algorithm,40079,8
Genetic Algorithm,40080,1
Genetic Algorithm,40081,3
Genetic Algorithm,40082,1
Genetic Algorithm,40083,7
Genetic Algorithm,40084,7
Genetic Algorithm,40085,8
Genetic Algorithm,40086,9
Genetic Algorithm,40087,3
Genetic Algorithm,40088,5
Genetic Algorithm,40089,7
Genetic Algorithm,40090,5
Genetic Algorithm,40091,9
Genetic Algorithm,40092,2
Genetic Algorithm,40093,3
Genetic Algorithm,40094,3
Genetic Algorithm,40095,8
Genetic Algorithm,40096,3
Genetic Algorithm,40097,4
Genetic Algorithm,40098,6
Genetic Algorithm,40099,7
Genetic Algorithm,40100,4
Genetic Algorithm,40101,7
Genetic Algorithm,40102,12
Genetic Algorithm,40103,4
Genetic Algorithm,40104,8
Genetic Algorithm,40105,3
Genetic Algorithm,40106,9
Genetic Algorithm,40107,6
Genetic Algorithm,40108,5
Genetic Algorithm,40109,6
Genetic Algorithm,40110,6
Genetic Algorithm,40111,6
Genetic Algorithm,40112,6
Genetic Algorithm,40113,2
Genetic Algorithm,40114,3
Genetic Algorithm,40115,8
Genetic Algorithm,40116,3
Genetic Algorithm,40117,10
Genetic Algorithm,40118,4
Genetic Algorithm,40119,4
Genetic Algorithm,40120,4
Genetic Algorithm,40121,9
Genetic Algorithm,40122,3
Genetic Algorithm,40123,8
Genetic Algorithm,40124,6
Genetic Algorithm,40125,15
Genetic Algorithm,40126,7
Genetic Algorithm,40127,4
Genetic Algorithm,40128,1
Genetic Algorithm,40129,6
Genetic Algorithm,40130,11
Genetic Algorithm,40131,1
Genetic Algorithm,40132,6
Genetic Algorithm,40133,4
Genetic Algorithm,40134,11
Genetic Algorithm,40135,5
Genetic Algorithm,40136,6
Genetic Algorithm,40137,6
Genetic Algorithm,40138,4
Genetic Algorithm,40139,11
Genetic Algorithm,40140,7
Genetic Algorithm,40141,3
Genetic Algorithm,40142,7
Genetic Algorithm,40143,13
Genetic Algorithm,40144,9
Genetic Algorithm,40145,7
Genetic Algorithm,40146,5
Genetic Algorithm,40147,10
Genetic Algorithm,40148,8
Genetic Algorithm,40149,7
Genetic Algorithm,40150,7
Genetic Algorithm,40151,1
Genetic Algorithm,40152,11
Genetic Algorithm,40153,2
Genetic Algorithm,40154,3
Genetic Algorithm,40155,5
Genetic Algorithm,40156,8
Genetic Algorithm,40157,8
Genetic Algorithm,40158,4
Genetic Algorithm,40159,6
Genetic Algorithm,40160,7
Genetic Algorithm,40161,5
Genetic Algorithm,40162,6
Genetic Algorithm,40163,11
Genetic Algorithm,40164,7
Genetic Algorithm,40165,3
Genetic Algorithm,40166,7
Genetic Algorithm,40167,8
Genetic Algorithm,40168,3
Genetic Algorithm,40169,7
Genetic Algorithm,40170,3
Genetic Algorithm,40171,1
Genetic Algorithm,40172,3
Genetic Algorithm,40173,1
Genetic Algorithm,40174,2
Genetic Algorithm,40175,5
Genetic Algorithm,40176,6
Genetic Algorithm,40177,1
Genetic Algorithm,40178,3
Genetic Algorithm,40179,7
Genetic Algorithm,40180,2
Genetic Algorithm,40181,6
Genetic Algorithm,40182,9
Genetic Algorithm,40183,9
Genetic Algorithm,40184,3
Genetic Algorithm,40185,5
Genetic Algorithm,40186,7
Genetic Algorithm,40187,2
Genetic Algorithm,40188,4
Genetic Algorithm,40189,1
Genetic Algorithm,40190,3
Genetic Algorithm,40191,11
Genetic Algorithm,40192,6
Genetic Algorithm,40193,7
Genetic Algorithm,40194,1
Genetic Algorithm,40195,1
Genetic Algorithm,40196,9
Genetic Algorithm,40197,2
Genetic Algorithm,40198,6
Genetic Algorithm,40199,5
Genetic Algorithm,40200,12
Genetic Algorithm,40201,7
Genetic Algorithm,40202,4
Genetic Algorithm,40203,1
Genetic Algorithm,40204,4
Genetic Algorithm,40205,4
Genetic Algorithm,40206,4
Genetic Algorithm,40207,9
Genetic Algorithm,40208,2
Genetic Algorithm,40209,4
Genetic Algorithm,40210,4
Genetic Algorithm,40211,5
Genetic Algorithm,40212,6
Genetic Algorithm,40213,5
Genetic Algorithm,40214,1
Genetic Algorithm,40215,10
Genetic Algorithm,40216,4
Genetic Algorithm,40217,1
Genetic Algorithm,40218,5
Genetic Algorithm,40219,4
Genetic Algorithm,40220,6
Genetic Algorithm,40221,6
Genetic Algorithm,40222,4
Genetic Algorithm,40223,4
Genetic Algorithm,40224,4
Genetic Algorithm,40225,8
Genetic Algorithm,40226,5
Genetic Algorithm,40227,3
Genetic Algorithm,40228,10
Genetic Algorithm,40229,3
Genetic Algorithm,40230,5
Genetic Algorithm,40231,3
Genetic Algorithm,40232,6
Genetic Algorithm,40233,6
Genetic Algorithm,40234,4
Genetic Algorithm,40235,3
Genetic Algorithm,40236,2
Genetic Algorithm,40237,4
Genetic Algorithm,40238,3
Genetic Algorithm,40239,6
Genetic Algorithm,40240,4
Genetic Algorithm,40241,10
Genetic Algorithm,40242,8
Genetic Algorithm,40243,4
Genetic Algorithm,40244,4
Genetic Algorithm,40245,7
Genetic Algorithm,40246,4
Genetic Algorithm,40247,5
Genetic Algorithm,40248,3
Genetic Algorithm,40249,1
Genetic Algorithm,40250,8
Genetic Algorithm,40251,4
Genetic Algorithm,40252,8
Genetic Algorithm,40253,1
Genetic Algorithm,40254,6
Genetic Algorithm,40255,1
Genetic Algorithm,40256,1
Genetic Algorithm,40257,8
Genetic Algorithm,40258,4
Genetic Algorithm,40259,1
Genetic Algorithm,40260,6
Genetic Algorithm,40261,1
Genetic Algorithm,40262,3
Genetic Algorithm,40263,8
Genetic Algorithm,40264,9
Genetic Algorithm,40265,4
Genetic Algorithm,40266,6
Genetic Algorithm,40267,6
Genetic Algorithm,40268,4
Genetic Algorithm,40269,5
Genetic Algorithm,40270,9
Genetic Algorithm,40271,3
Genetic Algorithm,40272,3
Genetic Algorithm,40273,4
Genetic Algorithm,40274,2
Genetic Algorithm,40275,7
Genetic Algorithm,40276,6
Genetic Algorithm,40277,3
Genetic Algorithm,40278,9
Genetic Algorithm,40279,2
Genetic Algorithm,40280,1
Genetic Algorithm,40281,3
Genetic Algorithm,40282,7
Genetic Algorithm,40283,10
Genetic Algorithm,40284,5
Genetic Algorithm,40285,3
Genetic Algorithm,40286,4
Genetic Algorithm,40287,5
Genetic Algorithm,40288,3
Genetic Algorithm,40289,6
Genetic Algorithm,40290,3
Genetic Algorithm,40291,5
Genetic Algorithm,40292,4
Genetic Algorithm,40293,7
Genetic Algorithm,40294,5
Genetic Algorithm,40295,7
Genetic Algorithm,40296,1
Genetic Algorithm,40297,1
Genetic Algorithm,40298,5
Genetic Algorithm,40299,7
Genetic Algorithm,40300,4
Genetic Algorithm,40301,2
Genetic Algorithm,40302,4
Genetic Algorithm,40303,1
Genetic Algorithm,40304,4
Genetic Algorithm,40305,5
Genetic Algorithm,40306,2
Genetic Algorithm,40307,4
Genetic Algorithm,40308,3
Genetic Algorithm,40309,12
Genetic Algorithm,40310,1
Genetic Algorithm,40311,3
Genetic Algorithm,40312,4
Genetic Algorithm,40313,5
Genetic Algorithm,40314,5
Genetic Algorithm,40315,9
Genetic Algorithm,40316,8
Genetic Algorithm,40317,7
Genetic Algorithm,40318,8
Genetic Algorithm,40319,1
Genetic Algorithm,40320,10
Genetic Algorithm,40321,8
Genetic Algorithm,40322,8
Genetic Algorithm,40323,3
Genetic Algorithm,40324,1
Genetic Algorithm,40325,4
Genetic Algorithm,40326,9
Genetic Algorithm,40327,4
Genetic Algorithm,40328,5
Genetic Algorithm,40329,9
Genetic Algorithm,40330,1
Genetic Algorithm,40331,3
Genetic Algorithm,40332,4
Genetic Algorithm,40333,3
Genetic Algorithm,40334,3
Genetic Algorithm,40335,9
Genetic Algorithm,40336,3
Genetic Algorithm,40337,2
Genetic Algorithm,40338,7
Genetic Algorithm,40339,8
Genetic Algorithm,40340,7
Genetic Algorithm,40341,6
Genetic Algorithm,40342,1
Genetic Algorithm,40343,5
Genetic Algorithm,40344,3
Genetic Algorithm,40345,3
Genetic Algorithm,40346,11
Genetic Algorithm,40347,1
Genetic Algorithm,40348,10
Genetic Algorithm,40349,5
Genetic Algorithm,40350,8
Genetic Algorithm,40351,7
Genetic Algorithm,40352,3
Genetic Algorithm,40353,3
Genetic Algorithm,40354,6
Genetic Algorithm,40355,1
Genetic Algorithm,40356,1
Genetic Algorithm,40357,2
Genetic Algorithm,40358,8
Genetic Algorithm,40359,11
Genetic Algorithm,40360,1
Genetic Algorithm,40361,7
Genetic Algorithm,40362,6
Genetic Algorithm,40363,7
Genetic Algorithm,40364,6
Genetic Algorithm,40365,5
Genetic Algorithm,40366,1
Genetic Algorithm,40367,4
Genetic Algorithm,40368,1
Genetic Algorithm,40369,2
Genetic Algorithm,40370,3
Genetic Algorithm,40371,6
Genetic Algorithm,40372,1
Genetic Algorithm,40373,3
Genetic Algorithm,40374,4
Genetic Algorithm,40375,9
Genetic Algorithm,40376,4
Genetic Algorithm,40377,3
Genetic Algorithm,40378,8
Genetic Algorithm,40379,8
Genetic Algorithm,40380,3
Genetic Algorithm,40381,3
Genetic Algorithm,40382,4
Genetic Algorithm,40383,4
Genetic Algorithm,40384,10
Genetic Algorithm,40385,2
Genetic Algorithm,40386,3
Genetic Algorithm,40387,3
Genetic Algorithm,40388,4
Genetic Algorithm,40389,6
Genetic Algorithm,40390,4
Genetic Algorithm,40391,1
Genetic Algorithm,40392,5
Genetic Algorithm,40393,14
Genetic Algorithm,40394,5
Genetic Algorithm,40395,10
Genetic Algorithm,40396,3
Genetic Algorithm,40397,7
Genetic Algorithm,40398,6
Genetic Algorithm,40399,4
Genetic Algorithm,40400,2
Genetic Algorithm,40401,3
Genetic Algorithm,40402,3
Genetic Algorithm,40403,6
Genetic Algorithm,40404,7
Genetic Algorithm,40405,1
Genetic Algorithm,40406,4
Genetic Algorithm,40407,3
Genetic Algorithm,40408,4
Genetic Algorithm,40409,1
Genetic Algorithm,40410,2
Genetic Algorithm,40411,6
Genetic Algorithm,40412,5
Genetic Algorithm,40413,9
Genetic Algorithm,40414,2
Genetic Algorithm,40415,8
Genetic Algorithm,40416,4
Genetic Algorithm,40417,6
Genetic Algorithm,40418,4
Genetic Algorithm,40419,4
Genetic Algorithm,40420,2
Genetic Algorithm,40421,1
Genetic Algorithm,40422,5
Genetic Algorithm,40423,2
Genetic Algorithm,40424,6
Genetic Algorithm,40425,8
Genetic Algorithm,40426,1
Genetic Algorithm,40427,9
Genetic Algorithm,40428,3
Genetic Algorithm,40429,6
Genetic Algorithm,40430,9
Genetic Algorithm,40431,4
Genetic Algorithm,40432,7
Genetic Algorithm,40433,6
Genetic Algorithm,40434,3
Genetic Algorithm,40435,6
Genetic Algorithm,40436,1
Genetic Algorithm,40437,10
Genetic Algorithm,40438,3
Genetic Algorithm,40439,3
Genetic Algorithm,40440,4
Genetic Algorithm,40441,1
Genetic Algorithm,40442,6
Genetic Algorithm,40443,8
Genetic Algorithm,40444,4
Genetic Algorithm,40445,4
Genetic Algorithm,40446,6
Genetic Algorithm,40447,3
Genetic Algorithm,40448,6
Genetic Algorithm,40449,11
Genetic Algorithm,40450,9
Genetic Algorithm,40451,6
Genetic Algorithm,40452,8
Genetic Algorithm,40453,3
Genetic Algorithm,40454,1
Genetic Algorithm,40455,5
Genetic Algorithm,40456,3
Genetic Algorithm,40457,2
Genetic Algorithm,40458,3
Genetic Algorithm,40459,3
Genetic Algorithm,40460,1
Genetic Algorithm,40461,3
Genetic Algorithm,40462,8
Genetic Algorithm,40463,7
Genetic Algorithm,40464,3
Genetic Algorithm,40465,4
Genetic Algorithm,40466,3
Genetic Algorithm,40467,8
Genetic Algorithm,40468,6
Genetic Algorithm,40469,3
Genetic Algorithm,40470,8
Genetic Algorithm,40471,4
Genetic Algorithm,40472,8
Genetic Algorithm,40473,4
Genetic Algorithm,40474,1
Genetic Algorithm,40475,8
Genetic Algorithm,40476,6
Genetic Algorithm,40477,6
Genetic Algorithm,40478,5
Genetic Algorithm,40479,6
Genetic Algorithm,40480,7
Genetic Algorithm,40481,9
Genetic Algorithm,40482,9
Genetic Algorithm,40483,7
Genetic Algorithm,40484,6
Genetic Algorithm,40485,1
Genetic Algorithm,40486,4
Genetic Algorithm,40487,4
Genetic Algorithm,40488,1
Genetic Algorithm,40489,4
Genetic Algorithm,40490,5
Genetic Algorithm,40491,7
Genetic Algorithm,40492,4
Genetic Algorithm,40493,7
Genetic Algorithm,40494,1
Genetic Algorithm,40495,6
Genetic Algorithm,40496,7
Genetic Algorithm,40497,4
Genetic Algorithm,40498,13
Genetic Algorithm,40499,9
Genetic Algorithm,40500,5
Genetic Algorithm,40501,12
Genetic Algorithm,40502,5
Genetic Algorithm,40503,3
Genetic Algorithm,40504,12
Genetic Algorithm,40505,6
Genetic Algorithm,40506,8
Genetic Algorithm,40507,4
Genetic Algorithm,40508,6
Genetic Algorithm,40509,3
Genetic Algorithm,40510,7
Genetic Algorithm,40511,12
Genetic Algorithm,40512,5
Genetic Algorithm,40513,1
Genetic Algorithm,40514,1
Genetic Algorithm,40515,3
Genetic Algorithm,40516,5
Genetic Algorithm,40517,5
Genetic Algorithm,40518,8
Genetic Algorithm,40519,4
Genetic Algorithm,40520,7
Genetic Algorithm,40521,4
Genetic Algorithm,40522,3
Genetic Algorithm,40523,5
Genetic Algorithm,40524,8
Genetic Algorithm,40525,1
Genetic Algorithm,40526,3
Genetic Algorithm,40527,4
Genetic Algorithm,40528,6
Genetic Algorithm,40529,7
Genetic Algorithm,40530,6
Genetic Algorithm,40531,6
Genetic Algorithm,40532,6
Genetic Algorithm,40533,6
Genetic Algorithm,40534,8
Genetic Algorithm,40535,7
Genetic Algorithm,40536,3
Genetic Algorithm,40537,3
Genetic Algorithm,40538,14
Genetic Algorithm,40539,5
Genetic Algorithm,40540,4
Genetic Algorithm,40541,5
Genetic Algorithm,40542,1
Genetic Algorithm,40543,3
Genetic Algorithm,40544,4
Genetic Algorithm,40545,6
Genetic Algorithm,40546,4
Genetic Algorithm,40547,3
Genetic Algorithm,40548,6
Genetic Algorithm,40549,5
Genetic Algorithm,40550,3
Genetic Algorithm,40551,7
Genetic Algorithm,40552,5
Genetic Algorithm,40553,4
Genetic Algorithm,40554,12
Genetic Algorithm,40555,4
Genetic Algorithm,40556,3
Genetic Algorithm,40557,2
Genetic Algorithm,40558,4
Genetic Algorithm,40559,8
Genetic Algorithm,40560,1
Genetic Algorithm,40561,1
Genetic Algorithm,40562,6
Genetic Algorithm,40563,7
Genetic Algorithm,40564,8
Genetic Algorithm,40565,5
Genetic Algorithm,40566,1
Genetic Algorithm,40567,8
Genetic Algorithm,40568,1
Genetic Algorithm,40569,4
Genetic Algorithm,40570,9
Genetic Algorithm,40571,5
Genetic Algorithm,40572,6
Genetic Algorithm,40573,5
Genetic Algorithm,40574,2
Genetic Algorithm,40575,16
Genetic Algorithm,40576,3
Genetic Algorithm,40577,3
Genetic Algorithm,40578,9
Genetic Algorithm,40579,4
Genetic Algorithm,40580,1
Genetic Algorithm,40581,4
Genetic Algorithm,40582,6
Genetic Algorithm,40583,1
Genetic Algorithm,40584,7
Genetic Algorithm,40585,1
Genetic Algorithm,40586,5
Genetic Algorithm,40587,3
Genetic Algorithm,40588,2
Genetic Algorithm,40589,10
Genetic Algorithm,40590,2
Genetic Algorithm,40591,1
Genetic Algorithm,40592,13
Genetic Algorithm,40593,4
Genetic Algorithm,40594,4
Genetic Algorithm,40595,8
Genetic Algorithm,40596,4
Genetic Algorithm,40597,8
Genetic Algorithm,40598,4
Genetic Algorithm,40599,2
Genetic Algorithm,40600,7
Genetic Algorithm,40601,1
Genetic Algorithm,40602,1
Genetic Algorithm,40603,3
Genetic Algorithm,40604,7
Genetic Algorithm,40605,4
Genetic Algorithm,40606,7
Genetic Algorithm,40607,5
Genetic Algorithm,40608,4
Genetic Algorithm,40609,1
Genetic Algorithm,40610,7
Genetic Algorithm,40611,3
Genetic Algorithm,40612,6
Genetic Algorithm,40613,1
Genetic Algorithm,40614,9
Genetic Algorithm,40615,7
Genetic Algorithm,40616,4
Genetic Algorithm,40617,8
Genetic Algorithm,40618,6
Genetic Algorithm,40619,5
Genetic Algorithm,40620,11
Genetic Algorithm,40621,5
Genetic Algorithm,40622,1
Genetic Algorithm,40623,8
Genetic Algorithm,40624,6
Genetic Algorithm,40625,4
Genetic Algorithm,40626,6
Genetic Algorithm,40627,5
Genetic Algorithm,40628,5
Genetic Algorithm,40629,9
Genetic Algorithm,40630,4
Genetic Algorithm,40631,3
Genetic Algorithm,40632,7
Genetic Algorithm,40633,6
Genetic Algorithm,40634,1
Genetic Algorithm,40635,6
Genetic Algorithm,40636,4
Genetic Algorithm,40637,7
Genetic Algorithm,40638,1
Genetic Algorithm,40639,3
Genetic Algorithm,40640,4
Genetic Algorithm,40641,5
Genetic Algorithm,40642,7
Genetic Algorithm,40643,9
Genetic Algorithm,40644,8
Genetic Algorithm,40645,2
Genetic Algorithm,40646,3
Genetic Algorithm,40647,5
Genetic Algorithm,40648,3
Genetic Algorithm,40649,2
Genetic Algorithm,40650,5
Genetic Algorithm,40651,4
Genetic Algorithm,40652,8
Genetic Algorithm,40653,6
Genetic Algorithm,40654,6
Genetic Algorithm,40655,5
Genetic Algorithm,40656,8
Genetic Algorithm,40657,5
Genetic Algorithm,40658,4
Genetic Algorithm,40659,7
Genetic Algorithm,40660,6
Genetic Algorithm,40661,3
Genetic Algorithm,40662,11
Genetic Algorithm,40663,4
Genetic Algorithm,40664,4
Genetic Algorithm,40665,5
Genetic Algorithm,40666,5
Genetic Algorithm,40667,5
Genetic Algorithm,40668,5
Genetic Algorithm,40669,6
Genetic Algorithm,40670,5
Genetic Algorithm,40671,11
Genetic Algorithm,40672,3
